	Subject	Sequence	Block	Legality	Accuracy
605	sub-10	2	3	Legal	77.77777777777779
606	sub-10	2	4	Illegal	0.0
607	sub-10	2	4	Legal	88.88888888888889
608	sub-10	2	5	Illegal	11.11111111111111
609	sub-10	2	5	Legal	88.88888888888889
610	sub-10	3	1	Illegal	11.11111111111111
611	sub-10	3	1	Legal	88.88888888888889
612	sub-10	3	2	Illegal	22.22222222222222
613	sub-10	3	2	Legal	77.77777777777779
614	sub-10	3	3	Illegal	22.22222222222222
615	sub-10	3	3	Legal	55.55555555555556
616	sub-10	3	4	Illegal	0.0
617	sub-10	3	4	Legal	66.66666666666666
618	sub-10	3	5	Illegal	0.0
619	sub-10	3	5	Legal	55.55555555555556
620	sub-10	4	1	Illegal	22.22222222222222
621	sub-10	4	1	Legal	66.66666666666666
622	sub-10	4	2	Illegal	0.0
623	sub-10	4	2	Legal	77.77777777777779
624	sub-10	4	3	Illegal	11.11111111111111
625	sub-10	4	3	Legal	44.44444444444444
626	sub-10	4	4	Illegal	0.0
627	sub-10	4	4	Legal	66.66666666666666
628	sub-10	4	5	Illegal	0.0
629	sub-10	4	5	Legal	66.66666666666666
630	sub-10	5	1	Illegal	0.0
631	sub-10	5	1	Legal	77.77777777777779
632	sub-10	5	2	Illegal	11.11111111111111
633	sub-10	5	2	Legal	66.66666666666666
634	sub-10	5	3	Illegal	0.0
635	sub-10	5	3	Legal	66.66666666666666
636	sub-10	5	4	Illegal	22.22222222222222
637	sub-10	5	4	Legal	77.77777777777779
638	sub-10	5	5	Illegal	11.11111111111111
639	sub-10	5	5	Legal	44.44444444444444
640	sub-10	6	1	Illegal	0.0
641	sub-10	6	1	Legal	66.66666666666666
642	sub-10	6	2	Illegal	0.0
643	sub-10	6	2	Legal	66.66666666666666
644	sub-10	6	3	Illegal	0.0
645	sub-10	6	3	Legal	66.66666666666666
646	sub-10	6	4	Illegal	11.11111111111111
647	sub-10	6	4	Legal	66.66666666666666
648	sub-10	6	5	Illegal	0.0
649	sub-10	6	5	Legal	55.55555555555556
650	sub-10	7	1	Illegal	22.22222222222222
651	sub-10	7	1	Legal	66.66666666666666
652	sub-10	7	2	Illegal	11.11111111111111
653	sub-10	7	2	Legal	33.33333333333333
654	sub-10	7	3	Illegal	0.0
655	sub-10	7	3	Legal	66.66666666666666
656	sub-10	7	4	Illegal	11.11111111111111
657	sub-10	7	4	Legal	66.66666666666666
658	sub-10	7	5	Illegal	11.11111111111111
659	sub-10	7	5	Legal	77.77777777777779
660	sub-10	8	1	Illegal	11.11111111111111
661	sub-10	8	1	Legal	66.66666666666666
662	sub-10	8	2	Illegal	11.11111111111111
663	sub-10	8	2	Legal	44.44444444444444
664	sub-10	8	3	Illegal	0.0
665	sub-10	8	3	Legal	77.77777777777779
666	sub-10	8	4	Illegal	22.22222222222222
667	sub-10	8	4	Legal	77.77777777777779
668	sub-10	8	5	Illegal	11.11111111111111
669	sub-10	8	5	Legal	66.66666666666666
670	sub-10	9	1	Illegal	0.0
671	sub-10	9	1	Legal	77.77777777777779
672	sub-10	9	2	Illegal	22.22222222222222
673	sub-10	9	2	Legal	66.66666666666666
674	sub-10	9	3	Illegal	0.0
675	sub-10	9	3	Legal	55.55555555555556
676	sub-10	9	4	Illegal	11.11111111111111
677	sub-10	9	4	Legal	66.66666666666666
678	sub-10	9	5	Illegal	11.11111111111111
679	sub-10	9	5	Legal	66.66666666666666
680	sub-12	1	1	Illegal	22.22222222222222
681	sub-12	1	1	Legal	66.66666666666666
682	sub-12	1	2	Illegal	22.22222222222222
683	sub-12	1	2	Legal	33.33333333333333
684	sub-12	1	3	Illegal	22.22222222222222
685	sub-12	1	3	Legal	33.33333333333333
686	sub-12	1	4	Illegal	11.11111111111111
687	sub-12	1	4	Legal	55.55555555555556
688	sub-12	1	5	Illegal	0.0
689	sub-12	1	5	Legal	44.44444444444444
690	sub-12	2	1	Illegal	33.33333333333333
691	sub-12	2	1	Legal	44.44444444444444
692	sub-12	2	2	Illegal	11.11111111111111
693	sub-12	2	2	Legal	55.55555555555556
694	sub-12	2	3	Illegal	0.0
695	sub-12	2	3	Legal	66.66666666666666
696	sub-12	2	4	Illegal	33.33333333333333
697	sub-12	2	4	Legal	44.44444444444444
698	sub-12	2	5	Illegal	11.11111111111111
699	sub-12	2	5	Legal	44.44444444444444
700	sub-12	3	1	Illegal	22.22222222222222
701	sub-12	3	1	Legal	75.0
702	sub-12	3	2	Illegal	22.22222222222222
703	sub-12	3	2	Legal	44.44444444444444
704	sub-12	3	3	Illegal	22.22222222222222
705	sub-12	3	3	Legal	44.44444444444444
706	sub-12	3	4	Illegal	22.22222222222222
707	sub-12	3	4	Legal	55.55555555555556
708	sub-12	3	5	Illegal	22.22222222222222
709	sub-12	3	5	Legal	11.11111111111111
710	sub-12	4	1	Illegal	11.11111111111111
711	sub-12	4	1	Legal	44.44444444444444
712	sub-12	4	2	Illegal	22.22222222222222
713	sub-12	4	2	Legal	55.55555555555556
714	sub-12	4	3	Illegal	22.22222222222222
715	sub-12	4	3	Legal	55.55555555555556
716	sub-12	4	4	Illegal	22.22222222222222
717	sub-12	4	4	Legal	44.44444444444444
718	sub-12	4	5	Illegal	22.22222222222222
719	sub-12	4	5	Legal	55.55555555555556
720	sub-12	5	1	Illegal	11.11111111111111
721	sub-12	5	1	Legal	66.66666666666666
722	sub-12	5	2	Illegal	22.22222222222222
723	sub-12	5	2	Legal	55.55555555555556
724	sub-12	5	3	Illegal	22.22222222222222
725	sub-12	5	3	Legal	44.44444444444444
726	sub-12	5	4	Illegal	11.11111111111111
727	sub-12	5	4	Legal	44.44444444444444
728	sub-12	5	5	Illegal	11.11111111111111
729	sub-12	5	5	Legal	55.55555555555556
730	sub-12	6	1	Illegal	22.22222222222222
731	sub-12	6	1	Legal	55.55555555555556
732	sub-12	6	2	Illegal	22.22222222222222
733	sub-12	6	2	Legal	44.44444444444444
734	sub-12	6	3	Illegal	33.33333333333333
735	sub-12	6	3	Legal	33.33333333333333
736	sub-12	6	4	Illegal	11.11111111111111
737	sub-12	6	4	Legal	33.33333333333333
738	sub-12	6	5	Illegal	22.22222222222222
739	sub-12	6	5	Legal	33.33333333333333
740	sub-12	7	1	Illegal	22.22222222222222
741	sub-12	7	1	Legal	44.44444444444444
742	sub-12	7	2	Illegal	22.22222222222222
743	sub-12	7	2	Legal	11.11111111111111
744	sub-12	7	3	Illegal	22.22222222222222
745	sub-12	7	3	Legal	33.33333333333333
746	sub-12	7	4	Illegal	11.11111111111111
747	sub-12	7	4	Legal	33.33333333333333
748	sub-12	7	5	Illegal	11.11111111111111
749	sub-12	7	5	Legal	22.22222222222222
750	sub-12	8	1	Illegal	22.22222222222222
751	sub-12	8	1	Legal	33.33333333333333
752	sub-12	8	2	Illegal	11.11111111111111
753	sub-12	8	2	Legal	55.55555555555556
754	sub-12	8	3	Illegal	0.0
755	sub-12	8	3	Legal	33.33333333333333
756	sub-12	8	4	Illegal	11.11111111111111
757	sub-12	8	4	Legal	44.44444444444444
758	sub-12	8	5	Illegal	22.22222222222222
759	sub-12	8	5	Legal	44.44444444444444
760	sub-12	9	1	Illegal	11.11111111111111
761	sub-12	9	1	Legal	44.44444444444444
762	sub-12	9	2	Illegal	11.11111111111111
763	sub-12	9	2	Legal	66.66666666666666
764	sub-12	9	3	Illegal	22.22222222222222
765	sub-12	9	3	Legal	44.44444444444444
766	sub-12	9	4	Illegal	11.11111111111111
767	sub-12	9	4	Legal	33.33333333333333
768	sub-12	9	5	Illegal	11.11111111111111
769	sub-12	9	5	Legal	44.44444444444444
770	sub-13	1	1	Illegal	44.44444444444444
771	sub-13	1	1	Legal	88.88888888888889
772	sub-13	1	2	Illegal	44.44444444444444
773	sub-13	1	2	Legal	100.0
774	sub-13	1	3	Illegal	22.22222222222222
775	sub-13	1	3	Legal	77.77777777777779
776	sub-13	1	4	Illegal	22.22222222222222
777	sub-13	1	4	Legal	88.88888888888889
778	sub-13	1	5	Illegal	44.44444444444444
779	sub-13	1	5	Legal	100.0
780	sub-13	2	1	Illegal	55.55555555555556
781	sub-13	2	1	Legal	100.0
782	sub-13	2	2	Illegal	55.55555555555556
783	sub-13	2	2	Legal	100.0
784	sub-13	2	3	Illegal	22.22222222222222
785	sub-13	2	3	Legal	88.88888888888889
786	sub-13	2	4	Illegal	22.22222222222222
787	sub-13	2	4	Legal	77.77777777777779
788	sub-13	2	5	Illegal	44.44444444444444
789	sub-13	2	5	Legal	88.88888888888889
790	sub-13	3	1	Illegal	44.44444444444444
791	sub-13	3	1	Legal	88.88888888888889
792	sub-13	3	2	Illegal	55.55555555555556
793	sub-13	3	2	Legal	77.77777777777779
794	sub-13	3	3	Illegal	33.33333333333333
795	sub-13	3	3	Legal	88.88888888888889
796	sub-13	3	4	Illegal	44.44444444444444
797	sub-13	3	4	Legal	77.77777777777779
798	sub-13	3	5	Illegal	22.22222222222222
799	sub-13	3	5	Legal	77.77777777777779
800	sub-13	4	1	Illegal	55.55555555555556
801	sub-13	4	1	Legal	100.0
802	sub-13	4	2	Illegal	44.44444444444444
803	sub-13	4	2	Legal	100.0
804	sub-13	4	3	Illegal	77.77777777777779
805	sub-13	4	3	Legal	66.66666666666666
806	sub-13	4	4	Illegal	55.55555555555556
807	sub-13	4	4	Legal	100.0
808	sub-13	4	5	Illegal	55.55555555555556
809	sub-13	4	5	Legal	100.0
810	sub-13	5	1	Illegal	44.44444444444444
811	sub-13	5	1	Legal	100.0
812	sub-13	5	2	Illegal	22.22222222222222
813	sub-13	5	2	Legal	88.88888888888889
814	sub-13	5	3	Illegal	77.77777777777779
815	sub-13	5	3	Legal	77.77777777777779
816	sub-13	5	4	Illegal	55.55555555555556
817	sub-13	5	4	Legal	77.77777777777779
818	sub-13	5	5	Illegal	77.77777777777779
819	sub-13	5	5	Legal	88.88888888888889
820	sub-13	6	1	Illegal	44.44444444444444
821	sub-13	6	1	Legal	88.88888888888889
822	sub-13	6	2	Illegal	77.77777777777779
823	sub-13	6	2	Legal	77.77777777777779
824	sub-13	6	3	Illegal	44.44444444444444
825	sub-13	6	3	Legal	77.77777777777779
826	sub-13	6	4	Illegal	55.55555555555556
827	sub-13	6	4	Legal	100.0
828	sub-13	6	5	Illegal	66.66666666666666
829	sub-13	6	5	Legal	88.88888888888889
830	sub-13	7	1	Illegal	55.55555555555556
831	sub-13	7	1	Legal	100.0
832	sub-13	7	2	Illegal	77.77777777777779
833	sub-13	7	2	Legal	100.0
834	sub-13	7	3	Illegal	88.88888888888889
835	sub-13	7	3	Legal	100.0
836	sub-13	7	4	Illegal	77.77777777777779
837	sub-13	7	4	Legal	88.88888888888889
838	sub-13	7	5	Illegal	55.55555555555556
839	sub-13	7	5	Legal	88.88888888888889
840	sub-13	8	1	Illegal	66.66666666666666
841	sub-13	8	1	Legal	100.0
842	sub-13	8	2	Illegal	66.66666666666666
843	sub-13	8	2	Legal	88.88888888888889
844	sub-13	8	3	Illegal	55.55555555555556
845	sub-13	8	3	Legal	88.88888888888889
846	sub-13	8	4	Illegal	33.33333333333333
847	sub-13	8	4	Legal	77.77777777777779
848	sub-13	8	5	Illegal	55.55555555555556
849	sub-13	8	5	Legal	77.77777777777779
850	sub-13	9	1	Illegal	66.66666666666666
851	sub-13	9	1	Legal	88.88888888888889
852	sub-13	9	2	Illegal	33.33333333333333
853	sub-13	9	2	Legal	88.88888888888889
854	sub-13	9	3	Illegal	55.55555555555556
855	sub-13	9	3	Legal	88.88888888888889
856	sub-13	9	4	Illegal	66.66666666666666
857	sub-13	9	4	Legal	88.88888888888889
858	sub-13	9	5	Illegal	66.66666666666666
859	sub-13	9	5	Legal	77.77777777777779
860	sub-14	1	1	Illegal	55.55555555555556
861	sub-14	1	1	Legal	88.88888888888889
862	sub-14	1	2	Illegal	77.77777777777779
863	sub-14	1	2	Legal	88.88888888888889
864	sub-14	1	3	Illegal	55.55555555555556
865	sub-14	1	3	Legal	88.88888888888889
866	sub-14	1	4	Illegal	66.66666666666666
867	sub-14	1	4	Legal	77.77777777777779
868	sub-14	1	5	Illegal	66.66666666666666
869	sub-14	1	5	Legal	77.77777777777779
870	sub-14	2	1	Illegal	66.66666666666666
871	sub-14	2	1	Legal	88.88888888888889
872	sub-14	2	2	Illegal	66.66666666666666
873	sub-14	2	2	Legal	66.66666666666666
874	sub-14	2	3	Illegal	55.55555555555556
875	sub-14	2	3	Legal	88.88888888888889
876	sub-14	2	4	Illegal	77.77777777777779
877	sub-14	2	4	Legal	88.88888888888889
878	sub-14	2	5	Illegal	77.77777777777779
879	sub-14	2	5	Legal	77.77777777777779
880	sub-14	3	1	Illegal	66.66666666666666
881	sub-14	3	1	Legal	77.77777777777779
882	sub-14	3	2	Illegal	66.66666666666666
883	sub-14	3	2	Legal	66.66666666666666
884	sub-14	3	3	Illegal	77.77777777777779
885	sub-14	3	3	Legal	77.77777777777779
886	sub-14	3	4	Illegal	66.66666666666666
887	sub-14	3	4	Legal	88.88888888888889
888	sub-14	3	5	Illegal	88.88888888888889
889	sub-14	3	5	Legal	88.88888888888889
890	sub-14	4	1	Illegal	66.66666666666666
891	sub-14	4	1	Legal	88.88888888888889
892	sub-14	4	2	Illegal	77.77777777777779
893	sub-14	4	2	Legal	88.88888888888889
894	sub-14	4	3	Illegal	66.66666666666666
895	sub-14	4	3	Legal	88.88888888888889
896	sub-14	4	4	Illegal	77.77777777777779
897	sub-14	4	4	Legal	88.88888888888889
898	sub-14	4	5	Illegal	88.88888888888889
899	sub-14	4	5	Legal	88.88888888888889
900	sub-14	5	1	Illegal	66.66666666666666
901	sub-14	5	1	Legal	88.88888888888889
902	sub-14	5	2	Illegal	77.77777777777779
903	sub-14	5	2	Legal	77.77777777777779
904	sub-14	5	3	Illegal	77.77777777777779
905	sub-14	5	3	Legal	77.77777777777779
906	sub-14	5	4	Illegal	88.88888888888889
907	sub-14	5	4	Legal	88.88888888888889
908	sub-14	5	5	Illegal	100.0
909	sub-14	5	5	Legal	88.88888888888889
910	sub-14	6	1	Illegal	100.0
911	sub-14	6	1	Legal	77.77777777777779
912	sub-14	6	2	Illegal	100.0
913	sub-14	6	2	Legal	77.77777777777779
914	sub-14	6	3	Illegal	77.77777777777779
915	sub-14	6	3	Legal	77.77777777777779
916	sub-14	6	4	Illegal	100.0
917	sub-14	6	4	Legal	88.88888888888889
918	sub-14	6	5	Illegal	100.0
919	sub-14	6	5	Legal	88.88888888888889
920	sub-14	7	1	Illegal	88.88888888888889
921	sub-14	7	1	Legal	77.77777777777779
922	sub-14	7	2	Illegal	88.88888888888889
923	sub-14	7	2	Legal	77.77777777777779
924	sub-14	7	3	Illegal	88.88888888888889
925	sub-14	7	3	Legal	88.88888888888889
926	sub-14	7	4	Illegal	100.0
927	sub-14	7	4	Legal	77.77777777777779
928	sub-14	7	5	Illegal	88.88888888888889
929	sub-14	7	5	Legal	88.88888888888889
930	sub-14	8	1	Illegal	77.77777777777779
931	sub-14	8	1	Legal	88.88888888888889
932	sub-14	8	2	Illegal	66.66666666666666
933	sub-14	8	2	Legal	77.77777777777779
934	sub-14	8	3	Illegal	100.0
935	sub-14	8	3	Legal	88.88888888888889
936	sub-14	8	4	Illegal	88.88888888888889
937	sub-14	8	4	Legal	88.88888888888889
938	sub-14	8	5	Illegal	100.0
939	sub-14	8	5	Legal	77.77777777777779
940	sub-14	9	1	Illegal	100.0
941	sub-14	9	1	Legal	77.77777777777779
942	sub-14	9	2	Illegal	88.88888888888889
943	sub-14	9	2	Legal	88.88888888888889
944	sub-14	9	3	Illegal	100.0
945	sub-14	9	3	Legal	77.77777777777779
946	sub-14	9	4	Illegal	88.88888888888889
947	sub-14	9	4	Legal	88.88888888888889
948	sub-14	9	5	Illegal	100.0
949	sub-14	9	5	Legal	88.88888888888889
950	sub-15	1	1	Illegal	22.22222222222222
951	sub-15	1	1	Legal	66.66666666666666
952	sub-15	1	2	Illegal	11.11111111111111
953	sub-15	1	2	Legal	55.55555555555556
954	sub-15	1	3	Illegal	11.11111111111111
955	sub-15	1	3	Legal	66.66666666666666
956	sub-15	1	4	Illegal	22.22222222222222
957	sub-15	1	4	Legal	88.88888888888889
958	sub-15	1	5	Illegal	22.22222222222222
959	sub-15	1	5	Legal	88.88888888888889
960	sub-15	2	1	Illegal	22.22222222222222
961	sub-15	2	1	Legal	77.77777777777779
962	sub-15	2	2	Illegal	44.44444444444444
963	sub-15	2	2	Legal	77.77777777777779
964	sub-15	2	3	Illegal	22.22222222222222
965	sub-15	2	3	Legal	66.66666666666666
966	sub-15	2	4	Illegal	33.33333333333333
967	sub-15	2	4	Legal	77.77777777777779
968	sub-15	2	5	Illegal	11.11111111111111
969	sub-15	2	5	Legal	55.55555555555556
970	sub-15	3	1	Illegal	22.22222222222222
971	sub-15	3	1	Legal	44.44444444444444
972	sub-15	3	2	Illegal	22.22222222222222
973	sub-15	3	2	Legal	66.66666666666666
974	sub-15	3	3	Illegal	33.33333333333333
975	sub-15	3	3	Legal	77.77777777777779
976	sub-15	3	4	Illegal	55.55555555555556
977	sub-15	3	4	Legal	55.55555555555556
978	sub-15	3	5	Illegal	22.22222222222222
979	sub-15	3	5	Legal	55.55555555555556
980	sub-15	4	1	Illegal	44.44444444444444
981	sub-15	4	1	Legal	77.77777777777779
982	sub-15	4	2	Illegal	55.55555555555556
983	sub-15	4	2	Legal	88.88888888888889
984	sub-15	4	3	Illegal	66.66666666666666
985	sub-15	4	3	Legal	88.88888888888889
986	sub-15	4	4	Illegal	33.33333333333333
987	sub-15	4	4	Legal	88.88888888888889
988	sub-15	4	5	Illegal	44.44444444444444
989	sub-15	4	5	Legal	66.66666666666666
990	sub-15	5	1	Illegal	44.44444444444444
991	sub-15	5	1	Legal	66.66666666666666
992	sub-15	5	2	Illegal	33.33333333333333
993	sub-15	5	2	Legal	77.77777777777779
994	sub-15	5	3	Illegal	33.33333333333333
995	sub-15	5	3	Legal	77.77777777777779
996	sub-15	5	4	Illegal	22.22222222222222
997	sub-15	5	4	Legal	66.66666666666666
998	sub-15	5	5	Illegal	44.44444444444444
999	sub-15	5	5	Legal	77.77777777777779
1000	sub-15	6	1	Illegal	11.11111111111111
1001	sub-15	6	1	Legal	66.66666666666666
1002	sub-15	6	2	Illegal	44.44444444444444
1003	sub-15	6	2	Legal	66.66666666666666
1004	sub-15	6	3	Illegal	66.66666666666666
1005	sub-15	6	3	Legal	66.66666666666666
1006	sub-15	6	4	Illegal	22.22222222222222
1007	sub-15	6	4	Legal	77.77777777777779
1008	sub-15	6	5	Illegal	33.33333333333333
1009	sub-15	6	5	Legal	66.66666666666666
1010	sub-15	7	1	Illegal	66.66666666666666
1011	sub-15	7	1	Legal	88.88888888888889
1012	sub-15	7	2	Illegal	66.66666666666666
1013	sub-15	7	2	Legal	55.55555555555556
1014	sub-15	7	3	Illegal	66.66666666666666
1015	sub-15	7	3	Legal	66.66666666666666
1016	sub-15	7	4	Illegal	44.44444444444444
1017	sub-15	7	4	Legal	55.55555555555556
1018	sub-15	7	5	Illegal	55.55555555555556
1019	sub-15	7	5	Legal	66.66666666666666
1020	sub-15	8	1	Illegal	33.33333333333333
1021	sub-15	8	1	Legal	77.77777777777779
1022	sub-15	8	2	Illegal	55.55555555555556
1023	sub-15	8	2	Legal	77.77777777777779
1024	sub-15	8	3	Illegal	66.66666666666666
1025	sub-15	8	3	Legal	66.66666666666666
1026	sub-15	8	4	Illegal	33.33333333333333
1027	sub-15	8	4	Legal	77.77777777777779
1028	sub-15	8	5	Illegal	22.22222222222222
1029	sub-15	8	5	Legal	77.77777777777779
1030	sub-15	9	1	Illegal	55.55555555555556
1031	sub-15	9	1	Legal	66.66666666666666
1032	sub-15	9	2	Illegal	44.44444444444444
1033	sub-15	9	2	Legal	77.77777777777779
1034	sub-15	9	3	Illegal	55.55555555555556
1035	sub-15	9	3	Legal	66.66666666666666
1036	sub-15	9	4	Illegal	44.44444444444444
1037	sub-15	9	4	Legal	77.77777777777779
1038	sub-15	9	5	Illegal	44.44444444444444
1039	sub-15	9	5	Legal	66.66666666666666
1040	sub-16	1	1	Illegal	33.33333333333333
1041	sub-16	1	1	Legal	100.0
1042	sub-16	1	2	Illegal	44.44444444444444
1043	sub-16	1	2	Legal	100.0
1044	sub-16	1	3	Illegal	77.77777777777779
1045	sub-16	1	3	Legal	88.88888888888889
1046	sub-16	1	4	Illegal	55.55555555555556
1047	sub-16	1	4	Legal	100.0
1048	sub-16	1	5	Illegal	55.55555555555556
1049	sub-16	1	5	Legal	77.77777777777779
1050	sub-16	2	1	Illegal	66.66666666666666
1051	sub-16	2	1	Legal	100.0
1052	sub-16	2	2	Illegal	66.66666666666666
1053	sub-16	2	2	Legal	88.88888888888889
1054	sub-16	2	3	Illegal	55.55555555555556
1055	sub-16	2	3	Legal	77.77777777777779
1056	sub-16	2	4	Illegal	66.66666666666666
1057	sub-16	2	4	Legal	77.77777777777779
1058	sub-16	2	5	Illegal	77.77777777777779
1059	sub-16	2	5	Legal	66.66666666666666
1060	sub-16	3	1	Illegal	33.33333333333333
1061	sub-16	3	1	Legal	100.0
1062	sub-16	3	2	Illegal	44.44444444444444
1063	sub-16	3	2	Legal	88.88888888888889
1064	sub-16	3	3	Illegal	55.55555555555556
1065	sub-16	3	3	Legal	77.77777777777779
1066	sub-16	3	4	Illegal	55.55555555555556
1067	sub-16	3	4	Legal	77.77777777777779
1068	sub-16	3	5	Illegal	55.55555555555556
1069	sub-16	3	5	Legal	100.0
1070	sub-16	4	1	Illegal	44.44444444444444
1071	sub-16	4	1	Legal	100.0
1072	sub-16	4	2	Illegal	44.44444444444444
1073	sub-16	4	2	Legal	77.77777777777779
1074	sub-16	4	3	Illegal	55.55555555555556
1075	sub-16	4	3	Legal	100.0
1076	sub-16	4	4	Illegal	33.33333333333333
1077	sub-16	4	4	Legal	88.88888888888889
1078	sub-16	4	5	Illegal	77.77777777777779
1079	sub-16	4	5	Legal	88.88888888888889
1080	sub-16	5	1	Illegal	55.55555555555556
1081	sub-16	5	1	Legal	88.88888888888889
1082	sub-16	5	2	Illegal	44.44444444444444
1083	sub-16	5	2	Legal	66.66666666666666
1084	sub-16	5	3	Illegal	44.44444444444444
1085	sub-16	5	3	Legal	66.66666666666666
1086	sub-16	5	4	Illegal	66.66666666666666
1087	sub-16	5	4	Legal	88.88888888888889
1088	sub-16	5	5	Illegal	66.66666666666666
1089	sub-16	5	5	Legal	77.77777777777779
1090	sub-16	6	1	Illegal	33.33333333333333
1091	sub-16	6	1	Legal	100.0
1092	sub-16	6	2	Illegal	33.33333333333333
1093	sub-16	6	2	Legal	88.88888888888889
1094	sub-16	6	3	Illegal	55.55555555555556
1095	sub-16	6	3	Legal	77.77777777777779
1096	sub-16	6	4	Illegal	44.44444444444444
1097	sub-16	6	4	Legal	100.0
1098	sub-16	6	5	Illegal	44.44444444444444
1099	sub-16	6	5	Legal	100.0
1100	sub-16	7	1	Illegal	66.66666666666666
1101	sub-16	7	1	Legal	100.0
1102	sub-16	7	2	Illegal	55.55555555555556
1103	sub-16	7	2	Legal	100.0
1104	sub-16	7	3	Illegal	44.44444444444444
1105	sub-16	7	3	Legal	88.88888888888889
1106	sub-16	7	4	Illegal	66.66666666666666
1107	sub-16	7	4	Legal	88.88888888888889
1108	sub-16	7	5	Illegal	44.44444444444444
1109	sub-16	7	5	Legal	77.77777777777779
1110	sub-16	8	1	Illegal	44.44444444444444
1111	sub-16	8	1	Legal	100.0
1112	sub-16	8	2	Illegal	55.55555555555556
1113	sub-16	8	2	Legal	88.88888888888889
1114	sub-16	8	3	Illegal	44.44444444444444
1115	sub-16	8	3	Legal	88.88888888888889
1116	sub-16	8	4	Illegal	55.55555555555556
1117	sub-16	8	4	Legal	88.88888888888889
1118	sub-16	8	5	Illegal	44.44444444444444
1119	sub-16	8	5	Legal	77.77777777777779
1120	sub-16	9	1	Illegal	44.44444444444444
1121	sub-16	9	1	Legal	88.88888888888889
1122	sub-16	9	2	Illegal	66.66666666666666
1123	sub-16	9	2	Legal	100.0
1124	sub-16	9	3	Illegal	66.66666666666666
1125	sub-16	9	3	Legal	100.0
1126	sub-16	9	4	Illegal	55.55555555555556
1127	sub-16	9	4	Legal	100.0
1128	sub-16	9	5	Illegal	66.66666666666666
1129	sub-16	9	5	Legal	88.88888888888889
1130	sub-17	1	1	Illegal	55.55555555555556
1131	sub-17	1	1	Legal	88.88888888888889
1132	sub-17	1	2	Illegal	44.44444444444444
1133	sub-17	1	2	Legal	55.55555555555556
1134	sub-17	1	3	Illegal	44.44444444444444
1135	sub-17	1	3	Legal	88.88888888888889
1136	sub-17	1	4	Illegal	44.44444444444444
1137	sub-17	1	4	Legal	88.88888888888889
1138	sub-17	1	5	Illegal	44.44444444444444
1139	sub-17	1	5	Legal	88.88888888888889
1140	sub-17	2	1	Illegal	77.77777777777779
1141	sub-17	2	1	Legal	88.88888888888889
1142	sub-17	2	2	Illegal	44.44444444444444
1143	sub-17	2	2	Legal	77.77777777777779
1144	sub-17	2	3	Illegal	55.55555555555556
1145	sub-17	2	3	Legal	77.77777777777779
1146	sub-17	2	4	Illegal	33.33333333333333
1147	sub-17	2	4	Legal	100.0
1148	sub-17	2	5	Illegal	66.66666666666666
1149	sub-17	2	5	Legal	77.77777777777779
1150	sub-17	3	1	Illegal	33.33333333333333
1151	sub-17	3	1	Legal	55.55555555555556
1152	sub-17	3	2	Illegal	33.33333333333333
1153	sub-17	3	2	Legal	77.77777777777779
1154	sub-17	3	3	Illegal	55.55555555555556
1155	sub-17	3	3	Legal	77.77777777777779
1156	sub-17	3	4	Illegal	33.33333333333333
1157	sub-17	3	4	Legal	88.88888888888889
1158	sub-17	3	5	Illegal	22.22222222222222
1159	sub-17	3	5	Legal	77.77777777777779
1160	sub-17	4	1	Illegal	55.55555555555556
1161	sub-17	4	1	Legal	77.77777777777779
1162	sub-17	4	2	Illegal	33.33333333333333
1163	sub-17	4	2	Legal	55.55555555555556
1164	sub-17	4	3	Illegal	22.22222222222222
1165	sub-17	4	3	Legal	100.0
1166	sub-17	4	4	Illegal	33.33333333333333
1167	sub-17	4	4	Legal	88.88888888888889
1168	sub-17	4	5	Illegal	33.33333333333333
1169	sub-17	4	5	Legal	77.77777777777779
1170	sub-17	5	1	Illegal	33.33333333333333
1171	sub-17	5	1	Legal	100.0
1172	sub-17	5	2	Illegal	66.66666666666666
1173	sub-17	5	2	Legal	88.88888888888889
1174	sub-17	5	3	Illegal	44.44444444444444
1175	sub-17	5	3	Legal	88.88888888888889
1176	sub-17	5	4	Illegal	44.44444444444444
1177	sub-17	5	4	Legal	77.77777777777779
1178	sub-17	5	5	Illegal	44.44444444444444
1179	sub-17	5	5	Legal	66.66666666666666
1180	sub-17	6	1	Illegal	44.44444444444444
1181	sub-17	6	1	Legal	88.88888888888889
1182	sub-17	6	2	Illegal	55.55555555555556
1183	sub-17	6	2	Legal	100.0
1184	sub-17	6	3	Illegal	44.44444444444444
1185	sub-17	6	3	Legal	88.88888888888889
1186	sub-17	6	4	Illegal	22.22222222222222
1187	sub-17	6	4	Legal	66.66666666666666
1188	sub-17	6	5	Illegal	22.22222222222222
1189	sub-17	6	5	Legal	88.88888888888889
1190	sub-17	7	1	Illegal	44.44444444444444
1191	sub-17	7	1	Legal	88.88888888888889
1192	sub-17	7	2	Illegal	44.44444444444444
1193	sub-17	7	2	Legal	77.77777777777779
1194	sub-17	7	3	Illegal	66.66666666666666
1195	sub-17	7	3	Legal	88.88888888888889
1196	sub-17	7	4	Illegal	22.22222222222222
1197	sub-17	7	4	Legal	77.77777777777779
1198	sub-17	7	5	Illegal	33.33333333333333
1199	sub-17	7	5	Legal	100.0
1200	sub-17	8	1	Illegal	44.44444444444444
1201	sub-17	8	1	Legal	66.66666666666666
